Exercise Name,Set Type,Set Number,Exercise Id,Load (kg),Comments,Rep Number,Average Force(N),Average Power(w),Average Velocity(m/s),Peak Force(N),Peak Power(w),Peak Velocity(m/s),Total Work(J),Volume Load Per Exercise/Superset(kg),Rep Duration(s),Rep Duration Concentric(s),Rep Duration Eccentric(s)
Bench Press - BB,set,1,BENCHPRESS_BARBELL,60,,1,825.6989409458079,723.5345455594256,0.9683535087101791,1182.7730229347899,1319.1926322318675,1.457863488941302,750.2043570180621,,,,
Bench Press - BB,set,1,BENCHPRESS_BARBELL,60,,2,798.5813411799817,546.4538778530347,0.7411674438416143,1157.0352552098475,901.1563214793736,1.1984547373342689,779.9794866097725,,,,
Bench Press - BB,set,1,BENCHPRESS_BARBELL,60,,3,778.7035190623263,438.3224679387126,0.6064224935800311,1077.354749736678,837.3445476043192,1.0329484568459741,765.0798656276519,,,,
Bench Press - BB,set,1,BENCHPRESS_BARBELL,60,,4,774.9870024707308,468.7276919284703,0.6456573516598996,1070.5240372593094,726.9355942219489,0.9676478065650221,811.492453021187,,,,
Bench Press - BB,set,1,BENCHPRESS_BARBELL,60,,5,746.7909362717329,268.7009905275056,0.36645414710025026,1013.8642193082297,396.2147951415143,0.525138310088951,804.5216397158642,,,,
Bench Press - BB,set,1,BENCHPRESS_BARBELL,60,,6,758.2622518268666,370.2242082984769,0.501373737691627,974.0373200890378,667.4209868763371,0.8333041764375853,978.5376899294837,,,,
Bench Press - BB,set,1,BENCHPRESS_BARBELL,60,,7,739.433944645276,335.11110746194146,0.46439719392732115,1024.5198242104502,568.0144278011976,0.7452283715358784,709.641385514366,,,,
Bench Press - BB,set,2,BENCHPRESS_BARBELL,60,,1,776.8813795379054,502.61776385394546,0.6938064320650971,909.6710345144668,929.0676869655936,1.1727658624853992,764.9199657107627,,,,
Bench Press - BB,set,2,BENCHPRESS_BARBELL,60,,2,791.7366013680363,509.26592665915115,0.6906926633015305,1058.9434003108797,897.8929552533209,1.0483214810077068,796.9548868696527,,,,
Bench Press - BB,set,2,BENCHPRESS_BARBELL,60,,3,757.2928087711248,406.66676825280183,0.5593596199481077,953.0102019583431,650.9796231730817,0.8787432304478926,808.8067529982974,,,,
Bench Press - BB,set,2,BENCHPRESS_BARBELL,60,,4,748.478119865115,334.92538027096373,0.46620767396004564,983.3754449904393,538.7387542284878,0.7005297382818508,964.8830030525901,,,,
Bench Press - BB,set,2,BENCHPRESS_BARBELL,60,,5,764.7132223164793,453.5268583220219,0.6376204785636544,1055.1790538088014,823.808536019767,1.0128722408576245,1033.8089822181246,,,,
Bench Press - BB,set,3,BENCHPRESS_BARBELL,57,,1,771.2140613654344,489.097718749823,0.7424833003348752,964.5389482451336,1004.3527106556169,1.2903031304118735,691.6493898676655,,,,
Bench Press - BB,set,3,BENCHPRESS_BARBELL,57,,2,756.8736316375495,485.4912707864832,0.7312680266182303,969.7442849073067,992.1904865998083,1.3236613079673203,667.4576357104481,,,,
Bench Press - BB,set,3,BENCHPRESS_BARBELL,57,,3,737.8953385841852,540.9545144193878,0.8100684592327476,995.8256572278877,1034.3874644853893,1.2495840568027405,713.8082050578279,,,,
Bench Press - BB,set,3,BENCHPRESS_BARBELL,57,,4,766.3824891081676,498.1308309497168,0.7575335639117075,1013.5425571962006,834.9877465787338,1.0901657575905566,679.3196450364419,,,,
Bench Press - BB,set,3,BENCHPRESS_BARBELL,57,,5,717.1830331469081,372.88950423864713,0.5699697121427426,851.3287964402998,643.9187682494668,0.8915695874532947,651.4779563052061,,,,
Bench Press - BB,set,3,BENCHPRESS_BARBELL,57,,6,724.8983362449512,371.2068895210675,0.5741937811420257,902.4649883532085,627.7381949471715,0.8564458690136921,708.9784847121437,,,,
Bench Press - BB,set,3,BENCHPRESS_BARBELL,57,,7,704.1761771978026,389.47050195531807,0.6001394012175455,879.9330152250863,589.9798419007172,0.857070041409363,687.6596056555492,,,,
Bench Press - BB,set,3,BENCHPRESS_BARBELL,57,,8,704.6492245338549,386.94515867443585,0.6047840901459596,833.4631817991575,671.2483330573552,0.9707323143685098,748.430843677701,,,,
Bench Press - BB,set,4,BENCHPRESS_BARBELL,59,,1,728.5437076500865,432.5929801628463,0.6655708475764688,895.5213507828017,947.4670474049541,1.3331052449397727,728.4839605538011,,,,
Bench Press - BB,set,4,BENCHPRESS_BARBELL,59,,2,744.5083303453497,503.5620529274031,0.7468611516455669,965.9555122717716,909.6345570658589,1.2575696460679209,634.4898225477277,,,,
Bench Press - BB,set,4,BENCHPRESS_BARBELL,59,,3,761.8454995710549,452.9802023247768,0.6848933896607142,1079.433844837703,911.8340576172004,1.1532110798319932,667.01880557768,,,,
Bench Press - BB,set,4,BENCHPRESS_BARBELL,59,,4,733.3585514821133,355.31051212964394,0.5429258164309781,899.3950906119436,629.6236522539886,0.8716243466589121,673.4591612133097,,,,
Bench Press - BB,set,4,BENCHPRESS_BARBELL,59,,5,751.9944702654892,360.61347635410505,0.5468808696445551,1091.6014929278729,595.7550299610591,0.7797253868374864,650.4450000267746,,,,
Bench Press - BB,set,4,BENCHPRESS_BARBELL,59,,6,756.0213146173758,345.14546167416444,0.5272302036416769,955.6155859109172,605.4872903684517,0.8548313283527946,674.622305038271,,,,
Bench Press - BB,set,4,BENCHPRESS_BARBELL,59,,7,773.878886859152,363.039633367435,0.5507780329393863,977.4848211163813,775.2333355372007,0.963206798854226,674.485654708466,,,,
Bench Press - BB,set,4,BENCHPRESS_BARBELL,59,,8,742.4554274782282,314.3960577310593,0.48652110240454405,959.2005392240037,576.1832000803357,0.7864086605581222,647.2504779242786,,,,
Bench Press - BB,set,4,BENCHPRESS_BARBELL,59,,9,735.8545605390967,318.73105716745334,0.48664533766037027,996.1034586771544,582.8048440172438,0.8101865615434339,631.995095145445,,,,
Bench Press - BB,set,4,BENCHPRESS_BARBELL,59,,10,737.4825511618418,233.41941888017345,0.35988509024367,912.1347743777651,531.8860035221584,0.7700153489327864,580.5443188430273,,,,
Bench Press - BB,set,4,BENCHPRESS_BARBELL,59,,11,692.5812067987022,193.14308489246574,0.29781533370150703,840.6157879955199,450.1415133746439,0.6375118185261316,552.8249809357644,,,,
Bench Press - BB,set,4,BENCHPRESS_BARBELL,59,,12,698.7915294855791,238.68254579851327,0.3680754395932423,786.2470468259143,518.019951868613,0.7589426293218196,555.4607595683658,1884,,,
One-Arm-Row - DB,set,1,ONEARMROW_DUMBBELL,16,,1,1322.1623656550905,631.9824974924766,1.2414920385707904,1479.786438734172,928.8489155131775,1.8793610269383891,600.6272258231015,,,,
One-Arm-Row - DB,set,1,ONEARMROW_DUMBBELL,16,,2,1319.595058100171,735.0222300541687,1.3061648109450308,1418.5466218952893,1214.2572797955545,2.269188431219121,627.5063727687082,,,,
One-Arm-Row - DB,set,1,ONEARMROW_DUMBBELL,16,,3,1300.3109698975404,752.2444106066519,1.3802093636519137,1443.9601750949578,1275.7654170216742,2.3425702182109513,616.251101756201,,,,
One-Arm-Row - DB,set,1,ONEARMROW_DUMBBELL,16,,4,1310.0185290005154,776.8514613015575,1.3983177988762001,1474.156788822458,1201.8706121194896,2.3368766489576918,652.3941599339648,,,,
One-Arm-Row - DB,set,1,ONEARMROW_DUMBBELL,16,,5,1302.1761057627414,734.5748694283071,1.3719277601365192,1423.6456605611106,1243.7249543519797,2.3166511016009856,665.2790596782224,,,,
