Exercise Name,Set Type,Set Number,Exercise Id,Load (kg),Comments,Rep Number,Average Force(N),Average Power(w),Average Velocity(m/s),Peak Force(N),Peak Power(w),Peak Velocity(m/s),Total Work(J),Volume Load Per Exercise/Superset(kg),Rep Duration(s),Rep Duration Concentric(s),Rep Duration Eccentric(s)
Bench Press - BB,set,1,BENCHPRESS_BARBELL,20,,1,505.05751255215426,707.5655082906317,1.4854807264399423,800.7198925198659,1509.9213903365887,2.579548694782239,546.1295760700141,,,,
Bench Press - BB,set,1,BENCHPRESS_BARBELL,20,,2,439.61319076753875,472.6484221980496,1.2331951290634173,719.2428130870865,1214.9486592882888,2.6983329179116096,436.02415976669323,,,,
Bench Press - BB,set,1,BENCHPRESS_BARBELL,20,,3,449.29745190732444,522.1239164351375,1.2898527906668567,681.9379237480802,1097.1896118264667,2.5594207931383144,500.8400639732553,60,,,
Bench Fly - DB,set,1,BENCHFLY_DUMBBELL,14,,1,235.91290357569002,38.42122780501626,0.17896546425982682,239.92382579826992,70.61506473370362,0.32188211093517394,110.39102261245662,,,,
Bench Fly - DB,set,1,BENCHFLY_DUMBBELL,14,,2,252.60557671150022,86.51548233026143,0.3844939250524947,264.7603249958718,156.17729074162548,0.6321834386181072,110.04373748051819,,,,
Bench Fly - DB,set,1,BENCHFLY_DUMBBELL,14,,3,238.865570341264,53.46174783458406,0.2534310143965191,246.17154817688845,90.72896120818396,0.41287653408034997,81.65843534562124,,,,
Bench Fly - DB,set,2,BENCHFLY_DUMBBELL,4,,1,237.73255145758046,155.38302717169466,1.0930632399680391,281.98694822569377,390.7794307919205,1.816941689686752,195.0813489258213,,,,
Bench Fly - DB,set,2,BENCHFLY_DUMBBELL,4,,2,230.77563976117062,209.6191366559066,1.436970039195693,285.8442635715521,488.0562049918128,2.349384129099056,189.19534573905418,,,,
Bench Fly - DB,set,2,BENCHFLY_DUMBBELL,4,,3,227.76138195999954,280.8572069563056,1.4912758761900828,280.91569251603966,452.86064113341723,2.37835593397567,187.91350385242987,,,,
Bench Fly - DB,set,3,BENCHFLY_DUMBBELL,10,,1,219.46866965109703,106.9161909106348,0.5617250846062184,240.2406056774255,184.0023898450043,0.8784791875747247,186.03012847440397,,,,
Bench Fly - DB,set,3,BENCHFLY_DUMBBELL,10,,2,223.5842615433062,114.3263806051798,0.6138464719625335,240.38578246780213,217.4054150453263,1.0023836007401454,181.28618282767832,74,,,
Front Raise - DB,set,1,FRONTRAISE_DUMBBELL,14,,1,255.33769957605074,140.9828547376387,0.6971232368284792,278.8688602957854,305.9009457384125,1.205298731077119,271.9518997694002,,,,
Front Raise - DB,set,1,FRONTRAISE_DUMBBELL,14,,2,258.30988602589747,132.85392675602282,0.6676963980795553,289.0799011761683,300.69004173876834,1.2022130834391838,265.8296249497752,,,,
Front Raise - DB,set,1,FRONTRAISE_DUMBBELL,14,,3,255.65191770020897,122.42716191520496,0.6263515688685557,284.9466107483182,285.5239981103477,1.1595985453627025,267.21663976781747,,,,
Front Raise - DB,set,2,FRONTRAISE_DUMBBELL,4,,1,180.77648529342028,129.32262322276074,1.1778049068921255,241.2705202153962,355.95733897350254,2.3326792734979525,144.1557126678168,,,,
Front Raise - DB,set,2,FRONTRAISE_DUMBBELL,4,,2,185.19567817045808,137.59677048379032,1.2802449165028484,216.06716413774,353.44495212446583,2.667131691862406,153.1745177379905,,,,
Front Raise - DB,set,2,FRONTRAISE_DUMBBELL,4,,3,182.5407477983233,133.75567403599877,1.2381691766895184,224.06801614130734,449.6410721399985,2.90584507006967,155.21082091073117,,,,
Front Raise - DB,set,3,FRONTRAISE_DUMBBELL,8,,1,213.00640367585905,150.52579016959393,1.068883948117529,242.36623230852422,356.5560513754983,1.8997565810918975,210.3710256513657,,,,
Front Raise - DB,set,3,FRONTRAISE_DUMBBELL,8,,2,203.7933220225135,119.69610639719252,0.9708476368072769,230.7662555581337,308.051981051567,1.874506876704085,197.51860596660367,,,,
Front Raise - DB,set,3,FRONTRAISE_DUMBBELL,8,,3,204.75868300472018,125.87526140075624,0.9617184207990213,235.78111734710907,350.67590613428825,1.9159056103397163,206.02156030350636,78,,,
Side Raise - DB,set,1,SIDERAISE_DUMBBELL,14,,1,263.9127931438943,131.74426037952347,0.6376785650219999,360.4363288184387,250.2940171988853,1.0575626113427008,274.51425794484874,,,,
